Iesniegts;Grupa;Tips;Veids;Problēma;Departaments;Apstrādē;Status
"﻿""2019-09-18 13:55:29""";Ielas un ceļi;Ceļa segums;Bedres;Ļoti liela un dziļa bedre;Cēsu novada Komunālā nodaļa;25h 44m 31s;Izpildītie
"﻿""2019-09-18 17:12:01""";Vide;Infrastruktūras bojājumi;;Saplīsis karogs Pils tornī.;Cēsu novada Pašvaldības policija;22h 26m 30s;Izpildītie
"﻿""2019-09-19 08:38:47""";Auto novietošana;Neatļauta novietošana;;amatas iela;Cēsu novada Pašvaldības policija;00h 28m 51s;Izpildītie
"﻿""2019-09-19 17:59:00""";Ielas un ceļi;Ceļa segums;;Stāvvietas segums ;Cēsu novada Komunālā nodaļa;18h 37m 24s;Izpildītie
"﻿""2019-09-22 17:20:39""";Sabiedriskā kārtība;Atkritumi;Izveidota nelegāla izgāztuve;Sodien 2x zvaniju uz policiju , lai ierodas vieta , kur dedzina kaiminos , plastmasu. Policija vsp nenoreageja .  man bernam jaelpo dumi :@ ;Cēsu novada Pašvaldības policija;00h 12m 17s;Izpildītie
"﻿""2019-09-23 14:13:01""";Būvniecība;Būvniecības noteikumu pārkāpumi;Atvērtas staba komunikāciju durvis;Notiek diezgan ekstrēma jumta nomaiņa. Stradnieki bez ķiverēm, vecais skārda jumts tiek mests no augšas kontēneri kas atrodas pie ieejas. Tererorija nav pienācīgi norobežota;Cēsu novada Būvvalde;00h 08m 56s;Izpildītie
"﻿""2019-09-25 11:07:47""";Apgaismojums;Ielu apgaismojums;;rīgas ielā, gar vācu kapiem deg ielas apgaismojums!;Cēsu novada Komunālā nodaļa;00h 12m 12s;Izpildītie
"﻿""2019-09-25 17:39:29""";Sabiedriskā kārtība;Atkritumi;Izveidota nelegāla izgāztuve;Nesakopta teritorija gar Kaļķu ielu;Cēsu novada Pašvaldības policija;16h 02m 56s;Izpildītie
"﻿""2019-09-25 19:18:06""";Sabiedriskā kārtība;Bērni;Sniega sanesumi apgrūtina redzamību;Maija parkā bez ķiverēm skeitparkā ;Cēsu novada Pašvaldības policija;00h 23m 06s;Izpildītie
"﻿""2019-09-26 08:28:41""";Būvniecība;Citi gadījumi;;Sēta priekšā ietvei un gājēju pārejai, gājēji ‘izlec’ uz braucamās daļas, rodas bīstamas situācijas.;Cēsu novada Būvvalde;00h 41m 41s;Izpildītie
"﻿""2019-09-29 09:13:45""";Auto novietošana;Neatļauta novietošana;;"Melns BMW ar numuru xx-xxxx no Zvirbuļu ielas nolicis savu auto zem Raiņa iela 18 zīmes &#039;Izņemot ar atļaujām&#039; . Šim auto nav atļaujas kartiņa.";Cēsu novada Pašvaldības policija;01h 11m 38s;Izpildītie
"﻿""2019-09-29 09:14:44""";Auto novietošana;Neatļauta novietošana;;Auto xx-xxxx, pie iepriekseja stasta par neatlautu novietosanu.;Cēsu novada Pašvaldības policija;01h 11m 49s;Izpildītie
"﻿""2019-10-02 09:10:18""";Apgaismojums;Ielu lampas;Rises braucamajā daļā; Pie Cēsu 3.bernudārza Noras ielā pie auto stāvvietas laternas stabam vajag palīdzību. Mazajiem tā vien prasās pirkstiņus iebāzt. Lūdzu,atbildìgie par śo lietu,sakārtojam,lai drošs ceļš līdz bernudarzam ????;Cēsu novada Komunālā nodaļa;03h 43m 17s;Izpildītie
"﻿""2019-10-02 09:11:45""";Apgaismojums;Ielu lampas;Rises braucamajā daļā;Labrit! Cesu 3.bernudarzs auto stavvietas laterna. Vaļā laternas stabs un visi vadi pieejami. Sorit mans piecgadnieks pirkstus jau iebaza. Ludzu rast atru risinajumu jo laternas stabs ir tiesi pie gajeju celina uz bernudarza vartiniem. Mes par drosu visi saviem mazajiem!;Cēsu novada Komunālā nodaļa;03h 40m 44s;Izpildītie
"﻿""2019-10-02 09:15:40""";Apgaismojums;Ielu apgaismojums;Bojāts apgaismes stabs;Pie 3PII apgaismes stabs. Pliki vadi. Cik vajag lai belaime notiktu. Pie stāvlaukuma. ;Cēsu novada Komunālā nodaļa;03h 35m 53s;Izpildītie
"﻿""2019-10-02 09:19:09""";Apgaismojums;Ielu lampas;Rises braucamajā daļā;Labdien. Pie Cēsu 3.bernudarza stāvlaukuma ir šāda, atvērta ielas lampa. Tur regulāri iet grupiņas pastaigā, būtu jauki, ja šo nedrošo vadu mučkuli varētu novērst, kaut uzsitot pa virsu metāla plāksnīti, lai bērni netiek klāt! Paldies;Cēsu novada Komunālā nodaļa;03h 30m 15s;Izpildītie
"﻿""2019-10-02 09:54:51""";Ielas un ceļi;Ceļa segums;Bedres;Joprojām bedres;Cēsu novada Komunālā nodaļa;03h 04m 25s;Izpildītie
"﻿""2019-10-02 10:47:05""";Auto novietošana;Neatļauta novietošana;;Auto novietots pretī iebrauktuvei īpašumam Rīgas iela 57 no Zirņu ielas puses! Traucē izbraukt un iebraukt ar piekabi! xx-xxxx;Cēsu novada Pašvaldības policija;01h 12m 10s;Izpildītie
"﻿""2019-10-02 10:50:58""";Sabiedriskā kārtība;Atkritumi;Izveidota nelegāla izgāztuve;Nesakopts;Cēsu novada Pašvaldības policija;00h 03m 48s;Izpildītie
"﻿""2019-10-02 18:17:16""";Daudzdzīvokļu namu apsaimniekošana;Daudzdzīvokļu namu aprīkojums;Bērnu laukums;Sveiki. Pēc Cēsu darbinieku rakšanas darbiem, tika atstāts šāds soliņš, kurš vairs neturas kopā. Naglas, kas no apakšas ir izlīdušas, var netīši - tīši radīt sekas. Leona Paegles 4 māju pagalmā. Paldies;Cēsu novada Komunālā nodaļa;41h 09m 47s;Izpildītie
"﻿""2019-10-03 18:15:43""";Auto novietošana;Neatļauta novietošana;;Tā novietots auto ka netiekam no pagalma ārā ;Cēsu novada Pašvaldības policija;00h 45m 02s;Izpildītie
"﻿""2019-10-04 19:18:34""";Apgaismojums;Ielu apgaismojums;Nedeg viena vai vairākas laternas;nedeg ielu apgaismojums Ezera un Oktobra ielā.;Cēsu novada Komunālā nodaļa;64h 42m 29s;Izpildītie
"﻿""2019-10-04 19:29:58""";Apgaismojums;Ielu apgaismojums;Nedeg viena vai vairākas laternas;Lenču ielas beigu posmā, pie veikala OPTIMUS jau 2 dienas nedarbojas ielas apgaismojums;Cēsu novada Komunālā nodaļa;64h 31m 15s;Izpildītie
"﻿""2019-10-04 20:17:25""";Apgaismojums;Ielu apgaismojums;Nedeg viena vai vairākas laternas;noras ielas apkārtnē nedeg neviens ielas apgaismojums, ap visu bernudarzu viss tumsā;Cēsu novada Komunālā nodaļa;63h 44m 06s;Izpildītie
"﻿""2019-10-05 00:31:15""";Apgaismojums;Ielu apgaismojums;Nedeg viena vai vairākas laternas;Amatas ielā otro nakti nedeg ielu apgaismojums ;Cēsu novada Komunālā nodaļa;59h 30m 37s;Izpildītie
"﻿""2019-10-05 19:34:49""";Apgaismojums;Ielu apgaismojums;;Pubuliņu rajonā jau vairākas dienas nav apgaismojums. ;Cēsu novada Komunālā nodaļa;40h 26m 56s;Izpildītie
"﻿""2019-10-06 17:57:01""";Ielas un ceļi;Ceļa aprīkojums;Bojāta ceļazīme;vaives un puķu ielas krustojums;Cēsu novada Komunālā nodaļa;21h 47m 49s;Izpildītie
"﻿""2019-10-06 21:10:57""";Apgaismojums;Ielu apgaismojums;Nedeg viena vai vairākas laternas;Lūdzu rast iespēju lampas nomaiņai. Nedeg.;Cēsu novada Komunālā nodaļa;14h 51m 31s;Izpildītie
"﻿""2019-10-07 11:38:52""";Daudzdzīvokļu namu apsaimniekošana;Apkure;Piegružota nomale;Labrīt, par apkures uzsākšanu ir lauzti šķēpi no Neatkaribas sākumgadiem. Vismaz Leona Paegles ielā 19b nekas nav mainījies  vismaz 25 gadus! Tas nav loģisks risinājums 25 rudeņus izlikt šādu paziņojumu un īrniekus, kuri regulāri maksā, turēt par ķīlniekiem nespējai tikt  galā ar parādniekiem. Sen jau skaidrs, ka ar apelēšanu pie parādnieku godaprāta, rezultāta nebūs. Šajos gados LV ir izveidoti, pieņemti,  dažādi mehānismi risināšanai, būtu laiks beigt auklēties. Cēsu prestižam, kas pēdejos gados ar dažādu jomu labiem risinājumiem, ir pacelts pozitīvi diezgan augstu, šis jautājums ir kā traips uz mundiera. ;Cēsu novada Komunālā nodaļa;00h 38m 41s;Izpildītie
"﻿""2019-10-09 08:04:35""";Ielas un ceļi;Ceļa segums;Bedres;Jau vairāk kā gadu nekas netiek darīts ar Glūdas ielas brauktuves bedrēm!? Satiksme ir pieaugusi! Braukšanas ātrums ir 50km/h , bet uz Bērza;Cēsu novada Komunālā nodaļa;09h 27m 54s;Izpildītie
"﻿""2019-10-13 19:05:51""";Apgaismojums;Ielu apgaismojums;Nedeg viena vai vairākas laternas;Labdien. Informēju, ka uz R.Blaumaņa bulvāra nedeg ielu apgaismojums jau vairākas dienas (+/- 5 dienas). Lūgums atjaunot apgaismojumu diennakts tumšajā laikā, kas nu jau iestājas arvien agrāk vakarā un ir ilgāk no rītiem. Paldies.;Cēsu novada Komunālā nodaļa;21h 55m 24s;Izpildītie
"﻿""2019-10-14 06:22:39""";Ielas un ceļi;Sezonālā uzkopšana;;Pārplūdusi iela.;Cēsu novada Komunālā nodaļa;03h 34m 41s;Izpildītie
"﻿""2019-10-14 11:50:08""";Auto novietošana;Neatļauta novietošana;;Auto novietošana pie dzeltenās nepārtrauktās līnijas. ja piegādes transports, tad tuvumā vairākas pieejams stāvvietas, kurās novietot. ;Cēsu novada Pašvaldības policija;00h 36m 13s;Izpildītie
"﻿""2019-10-14 13:52:21""";Ielas un ceļi;Sezonālā uzkopšana;;Vai tas ir normāli, ka gludas ielas kalns regulāri ir šādā stāvoklī. Cilvēkiem kauli jālauž uz tām jelajām lapām? ;Cēsu novada Komunālā nodaļa;03h 07m 08s;Izpildītie
"﻿""2019-10-15 10:57:25""";Ielas un ceļi;Ceļa segums;;krustojumă pie Catas, no automašīnu sadursmes, uz ceļa palikuši stikli, kam mašīnas brauc pāri un izmētā uz visām pusēm.;Cēsu novada Komunālā nodaļa;00h 24m 14s;Izpildītie
"﻿""2019-10-17 13:52:00""";Sabiedriskā kārtība;Bērni;Nepieskatīts bērns;Skeitparkā bērns vizinās ar velosipēdu bez ķiveres.;Cēsu novada Pašvaldības policija;00h 10m 09s;Izpildītie
"﻿""2019-10-18 18:24:26""";Vide;Infrastruktūras bojājumi;;Estrādes kreisajā pusē bojāts elektrības skapis.;Cēsu novada Pašvaldības policija;66h 19m 41s;Izpildītie
"﻿""2019-10-19 22:40:30""";Auto novietošana;Neatļauta novietošana;;Auto novietots zaļajā zonā.;Cēsu novada Pašvaldības policija;00h 29m 16s;Izpildītie
"﻿""2019-10-19 23:16:30""";Sabiedriskā kārtība;Cilvēki;Iereibuši cilvēki;Pēc 23:00 skan skaļa mūzika un trokšņo Glūdas gravas viesnīcas teritorijā;Cēsu novada Pašvaldības policija;00h 08m 43s;Izpildītie
"﻿""2019-10-20 08:59:04""";ŪK maģistrālie tīkli;Kanalizācija;;Akmens 5a;Cēsu novada Komunālā nodaļa;47h 46m 29s;Izpildītie
"﻿""2019-10-21 16:26:45""";Sabiedriskā kārtība;Cilvēki;Iereibuši cilvēki;pretī veikalam Top kir iet taciņas uz Pirtsgraviņu-4 skaļi iereibuši vīrieši,viens jau guļ nekustīgs;Cēsu novada Pašvaldības policija;01h 27m 51s;Izpildītie
"﻿""2019-10-21 18:31:11""";Apgaismojums;Ielu lampas;Rises braucamajā daļā;Labvakar! Atkārtoti lūdzam lampas nomaiņai, lai degtu. Pāvila ielas, Grants ielas krustojums.;Cēsu novada Komunālā nodaļa;14h 21m 40s;Izpildītie
"﻿""2019-10-22 11:13:04""";Ielas un ceļi;Sezonālā uzkopšana;;zvirbuļu ielā 15 nav tīrītas lapas. ceļa segums ir slapjš un slidens lapu dēļ.;Cēsu novada Komunālā nodaļa;26h 47m 36s;Izpildītie
"﻿""2019-10-23 09:11:21""";Apgaismojums;Ielu apgaismojums;;Labrit!Joprojām nedeg lampa Gludas ielā pirms tiltiņa un dziest lampa trepju vidū!Ta jau var kaklu nolauzt uz izdrupušajām kāpnem!Jauku dienu!;Cēsu novada Komunālā nodaļa;04h 51m 55s;Izpildītie
"﻿""2019-10-23 10:00:19""";Sabiedriskā kārtība;Dzīvnieki;Bojāta sadalošā barjera;Leona Paegles iela 2d pagalmā klīst netīrs sunītis. Ir siksniņa, bet rokā nedodas, saimnieka nav;Cēsu novada Pašvaldības policija;00h 09m 07s;Izpildītie
"﻿""2019-10-24 08:23:10""";Ielas un ceļi;Ceļa segums;Bedres;Pie Vecā Tirgus laukuma, iebrauktuve pie Drogam, ir vienās bedrēs. Šī vieta rada draudus satiksmes drošībai, jo apgrūtina izbraukšanu un iebraukšanu. Lūgums sakārtot ;Cēsu novada Komunālā nodaļa;07h 37m 24s;Izpildītie
"﻿""2019-10-25 11:54:08""";Ielas un ceļi;Ceļa segums;Nav greiderēts;Lūdzu nogreiderēt veismaņi ceļu;Cēsu novada Komunālā nodaļa;69h 17m 56s;Izpildītie
"﻿""2019-10-25 14:42:59""";Vide;Infrastruktūras bojājumi;Bojāts laternas stabs;līvu laukumā kādam tīši vai netīši atgadījies nesmuki;Cēsu novada Pašvaldības policija;01h 30m 58s;Izpildītie
"﻿""2019-10-28 09:26:18""";Sabiedriskā kārtība;Atkritumi;Izveidota nelegāla izgāztuve;Turaidas ielas x mājas vecākais liek sētniekiem savāktās lapas izbērt pāri ceļam citu teritorijā. Par lapu aizvešanu nemaksāja arī iepriekš. Šobrīd arī sētnieki gatavojas izbērt lapas, pa virsu var būt jau sabertas dzeltenas lapas, tiek izmestas arī vecās puķes. Tas ir pretī izbrauktuvei no Turaidas x stāvlaukumu, taisni pāri pa taciņu aiz mazas būdiņas. ;Cēsu novada Pašvaldības policija;97h 46m 26s;Izpildītie
"﻿""2019-10-28 11:42:34""";Ielas un ceļi;Ceļa aprīkojums;;Gaujas ielā Gaujas kalnā komunikāciju akas vāks.. Nu ļooooti klab 1, bet arī citi klab... Nesalūzīs? ;Cēsu novada Komunālā nodaļa;29h 00m 46s;Izpildītie
"﻿""2019-10-28 16:07:39""";Ielas un ceļi;Ceļa segums;Bedres;Sveiki! Izeidojusies vismaz 50cm dziļa bedre. Lūdzu apsekot.;Cēsu novada Komunālā nodaļa;24h 30m 25s;Izpildītie
"﻿""2019-10-29 11:25:52""";Ielas un ceļi;Ceļa aprīkojums;Bojāta ceļazīme;vai vienvirziena ceļš ir mainījis virzienu?;Cēsu novada Komunālā nodaļa;05h 15m 54s;Izpildītie
"﻿""2019-10-30 16:11:00""";Ielas un ceļi;Ceļa segums;;Labdien, pie mājas Medņu ielā x,tieši pie iebrauktuves pagalmā lietus ūdens ir izskalojis grāvī caur kuru man katru dienu ir jābrauc, lai nokļūtu savā pagalmā, mašīnai katru dienu nākas ciest, atsitās apakša tiek laisti motora plastmasa aizsargi, vakar izspieu miglas lukturi, būtu labi ja jūs varētu ko darīt ar to grāvi, kamēr vēl nav sasalis,jo mēs esam mēģinājuši labot to vietu, bet kā uzlīst lietus tā viss aizplūst pa kalnu lejup, paldies! ;Cēsu novada Komunālā nodaļa;44h 00m 43s;Izpildītie
"﻿""2019-10-31 09:26:30""";Ielas un ceļi;Ceļa segums;;Ceļš uz Jaunās Skoliņas bernudārzu ir katastrofāls. Tie 20m uz skoliņu ir ar 15 ..20 cm dziļām bedrēm. Lietus laikā izveidojas milzīgs peļķes ezers... :(;Cēsu novada Komunālā nodaļa;148h 43m 52s;Izpildītie
"﻿""2019-10-31 09:26:36""";Ielas un ceļi;Ceļa segums;Bedres;Labdien, iedzīvotājiem sliktā ceļa stāvokļa dēļ (Krīvi, xxxxx x)ir apgrūtināta pieeja atkritumu iznešanai, kā arī parvietošanās pa to. Paldi;Cēsu novada Komunālā nodaļa;148h 41m 00s;Izpildītie
"﻿""2019-11-01 09:20:03""";Ielas un ceļi;Ceļa segums;Bedres;Lūk, peļkes ezers tieši bērnu ceļā uz skoliņu. :(;Cēsu novada Komunālā nodaļa;124h 52m 25s;Izpildītie
"﻿""2019-11-01 16:03:34""";Sabiedriskā kārtība;Bērni;Sniega sanesumi apgrūtina redzamību;CPV skolēniem dāvana! 1.novembrī sākas ūdenstenisa ziemas sezona. Gatavojiet slidas!;Cēsu novada Pašvaldības policija;00h 02m 44s;Izpildītie
"﻿""2019-11-03 12:26:52""";Būvniecība;Citi gadījumi;;Labdien, vai šo ir iespējams kaut kā atrisināt, lai var braukāt arī rudenī?;Cēsu novada Būvvalde;73h 38m 31s;Izpildītie
"﻿""2019-11-03 21:40:48""";Ielas un ceļi;Ceļa segums;Bedres;L.Paegles 4a pagalma stāvvieta ir briesmīgās bedrēs , kāds varbūt var labot šo situāciju ? Apnicis lauzt mašīnu jau !!!;Cēsu novada Komunālā nodaļa;66h 20m 01s;Izpildītie
"﻿""2019-11-03 21:58:10""";Ielas un ceļi;Ceļa segums;Bedres;Leona paegles ielā 4A ir briesmīgas bedres. Braucot šo ceļu tiek vienkārši lauzta mašīna. Vai tiešām nav iespējama šo ceļa posmu savest kārtībā? ;Cēsu novada Komunālā nodaļa;64h 03m 21s;Izpildītie
"﻿""2019-11-04 11:15:06""";Ielas un ceļi;Ceļa segums;Nav greiderēts;Ceļš no meža kapiem uz ērgļu klintīm ir slitā stavoklī, vajadzētu Nogreiderēt!;Cēsu novada Komunālā nodaļa;29h 04m 00s;Izpildītie
"﻿""2019-11-04 19:13:12""";Apgaismojums;Ielu apgaismojums;;Ūdens ielā 3.dienu nav apgaismojuma ;Cēsu novada Komunālā nodaļa;21h 04m 26s;Izpildītie
"﻿""2019-11-04 19:54:38""";Būvniecība;Citi gadījumi;Bojāts apgaismes ķermenis;cik vēll gadus stalažas aizņems gājēju ceļu vai tiešām nevar viņas noņemt lai nav jāstaigā pa dubļiem;Cēsu novada Būvvalde;186h 06m 18s;Izpildītie
"﻿""2019-11-05 08:32:29""";Auto novietošana;Neatļauta novietošana;;pie bērnudārza ;Cēsu novada Pašvaldības policija;00h 33m 54s;Izpildītie
"﻿""2019-11-05 08:46:39""";Ielas un ceļi;Ceļa aprīkojums;;Festivāla un Lenču ielas krustojumā ir sagriezies luksofors, kas atrodas parka stūrī.;Cēsu novada Komunālā nodaļa;02h 18m 22s;Izpildītie
"﻿""2019-11-05 14:50:45""";Ielas un ceļi;Ceļa nomale;;Gaujas kalnā nogāzē zemes noslidejums virzienā uz braucamo daļu ;Cēsu novada Komunālā nodaļa;01h 23m 10s;Izpildītie
"﻿""2019-11-05 15:50:31""";Ielas un ceļi;Ceļa nomale;Bojāta apmale;Izskalota ceļa nomale, paaugstināta bīstamība braucamajai daļai;Cēsu novada Komunālā nodaļa;00h 21m 00s;Izpildītie
"﻿""2019-11-06 07:19:10""";Vide;Koki un apstādījumi;Nolūzis vai bīstams koks;Ķiršu iela 2,uz ielas braucamās daļas, atlūzis koka zars, traucē brauktuvei!;Cēsu novada Pašvaldības policija;06h 35m 08s;Izpildītie
"﻿""2019-11-06 18:37:17""";Ielas un ceļi;Ceļa segums;;Saistībā ar iepriekš sūtīto ziņojumu, par Leona paegles ielas 4A braucamo bedraino ceļu, vēlējos piebilst, Kāda jēga ir viņu greiderēt, ja pagājušo gadu viņš tika jau greiderēts un arī savādāk remontēts,  bet pēc mēneša tas ceļš bija tieši tādā pašā stāvoklī , kā pirms tam???;Cēsu novada Komunālā nodaļa;114h 55m 52s;Izpildītie
"﻿""2019-11-08 08:37:15""";Vide;Nesakopta teritorija;Nolūzis koks (bīstams koks);nav kompts gadiem.kapec?;Cēsu novada Pašvaldības policija;03h 23m 01s;Izpildītie
"﻿""2019-11-10 15:35:42""";Auto novietošana;Neatļauta novietošana;;automašīna novietota pretīm vārtiem un zem zīmes.;Cēsu novada Pašvaldības policija;01h 41m 19s;Izpildītie
"﻿""2019-11-12 12:04:14""";Ielas un ceļi;Ceļa segums;Nav greiderēts;Jau mēnešiem ielā nav bijis greideris, un izveidojušās bedres, kas nu jau ir bīstamas nevien automašīnām, bet arī gājējiem!;Cēsu novada Komunālā nodaļa;45h 17m 09s;Izpildītie
"﻿""2019-11-14 18:51:58""";Apgaismojums;Ielu apgaismojums;;Pāreja pie dzelzceļa tilta kur skolēni šķērso ielu lai tiktu uz skolu/sporta kompleksu ir nepiemēroti apgaismota. Pats kā autobraucējs ar bailēm brīžiem braucu jo tur nevar redzēt kas tajā tumsā notiek it īpaši šajā tumšajā laikā. Tas ir brīdis lidz notiks negadījums.;Cēsu novada Komunālā nodaļa;112h 45m 30s;Izpildītie
"﻿""2019-11-15 21:30:17""";Apgaismojums;Ielu apgaismojums;;Lāču ielā nedeg laternas.;Cēsu novada Komunālā nodaļa;86h 09m 45s;Izpildītie
"﻿""2019-11-15 21:37:48""";Ielas un ceļi;Ceļa segums;;Braucot pa šo ielu uz Cēsu klīnikas stāvlaukumu,kurš atrodas aiz klīnikas,ir izveidojušās vairākas dziļas bedres.;Cēsu novada Komunālā nodaļa;114h 59m 55s;Izpildītie
"﻿""2019-11-19 11:12:06""";Daudzdzīvokļu namu apsaimniekošana;Atkritumu izvešana;Nav notīrītas smiltis no braucamās daļas;Mājas īpašniece veic remontdarbus un būvgruži tiek mesti sadzīves atkritumu miskastē.;Cēsu novada Komunālā nodaļa;22h 48m 53s;Izpildītie
"﻿""2019-11-20 13:41:52""";Ielas un ceļi;Ceļa aprīkojums;Bojāta atdalošā barjera;Labdien, parkà, kas ir cełà uz lielo Maximu, valmieras iela, ir atkal novietoti akmeñi, kà lai ar ratiñiem tiek viniem pàri, ja ir oaredzèts;Cēsu novada Komunālā nodaļa;47h 03m 56s;Izpildītie
"﻿""2019-11-22 10:05:42""";Ielas un ceļi;Ceļa segums;Bedres;20.11.2019, Ziemeļu ielā 16 esošās bedres izraisīja bojājumu mana auto eļļas karterim. Pieprasu pašvaldībai segt auto remonta izmaksas. ;Cēsu novada Komunālā nodaļa;77h 16m 21s;Izpildītie
"﻿""2019-11-22 16:08:28""";Būvniecība;Citi gadījumi;Bojāts apgaismes ķermenis;Manuprāt, nesaskaņota reklāma. uz otras fasādes vēl vairāki līdzīgi plakāti. ;Cēsu novada Būvvalde;119h 04m 41s;Izpildītie
"﻿""2019-11-23 12:37:59""";Būvniecība;Būvniecības noteikumu pārkāpumi;Atvērtas staba komunikāciju durvis;tikai viens no celtniekiem uz baznīcas jumta ir piesprādzējies un ievēro drošības noteikumus;Cēsu novada Būvvalde;98h 30m 23s;Izpildītie
"﻿""2019-11-25 07:53:45""";Auto novietošana;Neatļauta novietošana;;pie bērnudārza ;Cēsu novada Pašvaldības policija;01h 04m 29s;Izpildītie
"﻿""2019-11-26 08:08:11""";Apgaismojums;Ielu apgaismojums;;Ilgstoši nedarbojas apgaismojums Piebalgas ielas, gājēju pāreja pirms dzelzceļa tilta - sporta kompleksa. Bīstami!!! ;Cēsu novada Komunālā nodaļa;31h 11m 06s;Izpildītie
"﻿""2019-11-26 11:55:42""";Apgaismojums;Ielu apgaismojums;Nedeg viena vai vairākas laternas;Pie gājēju pārejas Piebalgas ielā uzreiz aiz dzelzceļa tilta ir nepieciešams apgaismojums. Tumšajā laikā šoferis neredz melni ģērbtu gājēju. Tajā vietā pāri iet gan skolēni, gan L. Paegles ielas iedzīvotāji. ;Cēsu novada Komunālā nodaļa;27h 19m 16s;Izpildītie
